filename,duration_sec,bpm,rms_energy,spectral_centroid,spectral_contrast,zero_crossing_rate,harmonic_ratio,mfcc_1_mean,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,lyrical_sentiment,tempo_stability,dynamic_range_db,energy_start,energy_mid,energy_end,spectral_flatness,onset_rate,onset_strength_mean,tonnetz_1,tonnetz_2,tonnetz_3,tonnetz_4,tonnetz_5,tonnetz_6,energy_buildup,artist_canonical,artist,Zuttomayo,artist_yorushika,chord_change_rate,chord_diversity,unique_chords,major_chord_ratio,minor_chord_ratio,tonic_ratio,dominant_ratio,subdominant_ratio,primary_function_ratio,chord_entropy,band_sub_bass_ratio,band_bass_ratio,band_low_mid_ratio,band_mid_ratio,band_high_mid_ratio,band_high_ratio,band_brilliance_ratio,bass_transient_ratio,inst_acoustic_guitar,inst_electric_guitar,inst_steel_guitar_slide_guitar,inst_bass_guitar,inst_banjo,inst_mandolin,inst_plucked_string_instrument,inst_violin_fiddle,inst_cello,inst_double_bass,inst_bowed_string_instrument,inst_pizzicato,inst_piano,inst_electric_piano,inst_organ,inst_synthesizer,inst_harpsichord,inst_drum_kit,inst_drum_machine,inst_bass_drum,inst_snare_drum,inst_hi-hat,inst_cymbal,inst_tabla,inst_saxophone,inst_trumpet,inst_trombone,inst_flute,inst_brass_instrument,inst_wind_instrument_woodwind_instrument,inst_singing,inst_male_singing,inst_female_singing,inst_choir,inst_rapping,inst_drum,inst_music
ずっと真夜中でいいのに。『胸の煙』MV（ZUTOMAYO – One's Mind).mp3,258.05,136,0.254159927,2276.145738611989,22.579623552245543,0.087903498,0.6551575603249737,-84.27828217,77.61600494384766,36.54935073852539,10.94431972503662,20.16346549987793,32.26115036010742,-0.5874,0.0157,29.41,0.2300990968942642,0.2823950350284576,0.2499879151582718,0.055675913,3.91,1.3385,-0.100456174,0.0220944,0.041979987,-0.044251578,0.006606741,-0.002555617,1.086,ずっと真夜中でいいのに。_zutomayo,FALSE,TRUE,FALSE,2.77,1,24,0.51,0.49,0.198,0.15,0.144,0.492,4.134,0.096988142,0.5937740802764893,0.109195203,0.1209864616394043,0.040973064,0.025384087,0.011946617,5.393774509429932,0.0002,0.0002,0.0001,0.0004,0,0,0.0006,0.0009,0.0004,0.0001,0.0006,0.0003,0.001,0.0017,0.0001,0.0004,0.0001,0.0018,0.001,0.001,0.0005,0.0002,0.0003,0,0.0001,0.0001,0,0.0001,0.0001,0.0001,0.0218,0.0002,0.0008,0.0001,0.0003,0.0017,0.7145
Shokinouta.mp3,247.08,136,0.3099684119224548,2549.545227588668,22.61537367,0.1144694882265529,0.7658671337704723,-1.99736166,74.51007080078125,25.01508903503418,-9.527060509,15.210838317871094,23.675443649291992,0.8154,0.0141,12.89,0.2961608171463012,0.3224838078022003,0.3112606406211853,0.037217509,1.79,1.2185,0.1569704059979337,0.014669312,0.069073658,-0.044920076,0.009511599,-0.018224622,1.051,mrs_green_apple,TRUE,FALSE,FALSE,1.549,0.958,23,0.742,0.258,0.477,0.077,0.071,0.625,2.959,0.032961845,0.4572605192661285,0.097564213,0.3057520985603332,0.074235395,0.018712079,0.013261311,4.154539585113525,0.0004,0.0005,0.0001,0.0004,0.0001,0.0001,0.0015,0.0003,0.0001,0.0001,0.0003,0.0001,0.0044,0.0022,0.0001,0.0002,0.0003,0.0008,0.0001,0.0003,0.0003,0.0001,0.0002,0,0,0.0001,0,0.0038,0.0001,0.0013,0.0079,0.0002,0.0001,0.0001,0.0002,0.0009,0.7923
ずっと真夜中でいいのに。『ハゼ馳せる果てるまで』MV.mp3,245.85,136,0.2985230982303619,2467.248574593074,22.38973531229769,0.1102083708414006,0.6279776832534532,-31.64998055,79.08552551269531,28.804851531982425,2.9575884342193604,18.31075859069824,28.31141662597656,-0.5368,0.0187,17.45,0.2872250080108642,0.3255130648612976,0.2828356027603149,0.0348428,3.3,1.422,-0.013062284,0.1026347595864186,0.019734415,-0.08306578,0.008849739,-0.006626515,0.985,ずっと真夜中でいいのに。_zutomayo,FALSE,TRUE,FALSE,3.23,1,24,0.595,0.405,0.222,0.173,0.063,0.457,3.629,0.020191826,0.5170897245407104,0.1408006846904754,0.2097718864679336,0.084857799,0.014155128,0.012765568,5.774153232574463,0.0005,0.001,0.0001,0.0012,0,0,0.0029,0.0002,0.0004,0.0003,0.0007,0.0001,0.002,0.0008,0.0001,0.0002,0.0001,0.0056,0.0002,0.0026,0.0013,0.0004,0.0008,0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0178,0.0001,0.0015,0.0001,0.0001,0.0041,0.7474
Ao.mp3,238.07,136,0.3582361042499542,2492.942444658913,21.590213726257808,0.1264317455866575,0.7221416911655001,23.812952041625977,79.45203399658203,26.742679595947266,-27.64988327,24.596097946166992,34.70304489135742,-0.5348,0.0185,12.07,0.3348629176616668,0.3894652426242828,0.3503847122192383,0.028732134,0.78,1.2265,0.083672599,-0.040925369,-0.007422439,-0.06041033,-0.005866138,0.00896055,1.046,mrs_green_apple,TRUE,FALSE,FALSE,2.692,1,24,0.678,0.322,0.377,0.119,0.083,0.578,3.667,0.066905171,0.4745146930217743,0.06308753,0.2343184947967529,0.1254480928182602,0.023856806,0.010614209,4.528810501098633,0.0002,0.0009,0.0001,0.0007,0,0,0.0015,0.0001,0.0001,0,0.0001,0,0.0001,0.0001,0,0.0003,0,0.0018,0.0001,0.0009,0.0006,0.0002,0.0003,0,0,0,0,0,0,0.0001,0.0058,0.0001,0.0001,0.0001,0.0001,0.0021,0.8021
Mrs. GREEN APPLE「クスシキ」Official Music Video.mp3,225.77,136,0.2752567827701568,2495.963390873312,21.602943077462523,0.1022152322057538,0.7448422334458789,-59.50717163,72.50341797,36.07845306396485,1.1282318830490112,20.124391555786133,24.26129150390625,0.2943,0.0151,78.49,0.3227065205574035,0.3615775108337402,0.1415275782346725,0.076311193,2.06,1.2502,0.014278378,-0.019310591,-0.006964012,0.043369034,0.003153201,-0.00090145,0.439,mrs_green_apple,TRUE,FALSE,FALSE,2.727,1,24,0.653,0.347,0.243,0.039,0.081,0.363,4.105,0.119897574,0.4934364259243011,0.093220562,0.2100985050201416,0.049719974,0.013839532,0.019319309,3.9347314834594727,0.0003,0.0009,0.0001,0.0013,0,0,0.002,0.0001,0.0001,0.0001,0.0002,0.0001,0.0002,0.0001,0,0.0001,0.0001,0.0035,0.0001,0.0013,0.0015,0.0064,0.0075,0,0,0,0,0,0.0001,0.0001,0.0094,0.0002,0.0001,0,0.0003,0.0024,0.651
Cheers.mp3,198.81,136,0.3116042017936706,2369.073805273961,22.515100675150475,0.107655837,0.6754650604527626,-12.40210247,85.36701965332031,28.237886428833008,-16.91029167,22.020414352416992,23.171045303344727,-0.1258,0.0212,14.94,0.273685098,0.3109111189842224,0.3502028584480285,0.026129212,2.06,1.3525,0.1055823006194091,0.028382481,0.093598299,0.003247691,0.009939958,-0.013377266,1.28,mrs_green_apple,TRUE,FALSE,FALSE,2.649,0.958,23,0.707,0.293,0.412,0.125,0.083,0.62,3.462,0.1373226046562194,0.4016633629798889,0.098329253,0.2670545876026153,0.075430691,0.011469382,0.008260803,5.303591251373291,0.0011,0.0005,0.0001,0.0003,0.0002,0.0001,0.0022,0.0001,0.0001,0,0.0002,0.0002,0.0005,0.0004,0,0.0007,0.0001,0.0016,0.0006,0.001,0.0009,0.0002,0.0002,0,0,0,0,0,0,0,0.0148,0.0003,0.0002,0,0.0004,0.002,0.7687
Journey.mp3,176.08,136,0.3428342938423157,2800.769876277216,21.582992401533367,0.1347992973488594,0.6829889288226718,21.32097625732422,67.20000457763672,23.35569190979004,-8.806853294,15.891274452209473,32.64807129,-0.6827,0.012,12.34,0.3094146251678467,0.3541978001594543,0.3648904263973236,0.047635481,1.68,1.3245,0.1130866554740589,0.009554983,0.050945355,0.000395696,0.01580521,-0.014961984,1.179,mrs_green_apple,TRUE,FALSE,FALSE,2.51,1,24,0.632,0.368,0.269,0.172,0.08,0.521,3.6,0.042911489,0.3957276344299316,0.1548239141702652,0.2575013637542724,0.1047936603426933,0.028587848,0.015313695,4.425629138946533,0.0001,0.0002,0,0.0003,0,0,0.0007,0,0,0,0.0001,0,0.0001,0,0,0.0001,0,0.0012,0.0001,0.0004,0.0004,0.0001,0.0002,0,0,0,0,0,0,0,0.0088,0.0002,0.0001,0,0.0002,0.0011,0.8334
"Childhood, In Memories.mp3",140.85,136,0.044831775,711.7068765516673,23.94731014523311,0.054847256,0.967409939,-428.6044312,161.1011505126953,48.42623519897461,55.50944519042969,18.42531967163086,5.591694355010986,0.4646,0.0208,29.41,0.040992174,0.068885043,0.024628101,0.005397092,1.61,0.6255,0.2398436396794403,-0.171041577,-0.067811248,-0.0265984,0.017669664,0.008845076,0.601,yorushika,FALSE,FALSE,TRUE,1.255,0.708,17,0.586,0.414,0.377,0.181,0.195,0.752,3.25,0.001188138,0.20503293,0.2812582850456238,0.5122066736221313,0.000160123,2.597304501250619e-06,1.502968984823383e-06,3.1073570251464844,0.0001,0,0,0,0,0,0.0002,0.0003,0.0004,0.0002,0.0006,0.0004,0.1533,0.077,0.0005,0.001,0.0016,0.0001,0,0,0,0,0,0,0,0,0,0.0001,0.0001,0.0001,0.0003,0,0.0001,0.0001,0,0.0002,0.5312
To the sea.mp3,129.08,136,0.053352725,803.5824922,25.462544883538065,0.027788297,0.9617717092378292,-374.769928,105.1668472290039,36.76744079589844,44.91490936279297,22.98409652709961,30.50535011291504,-0.3222,0.0276,38.38,0.049588602,0.07435289,0.036125965,0.006025226,1.91,0.6599,0.043325847,0.3281224690259164,-0.170091265,0.03972764,-0.102126707,-0.091921275,0.729,yorushika,FALSE,FALSE,TRUE,0.991,0.75,18,0.449,0.551,0.227,0.249,0,0.476,3.438,0.000189362,0.7570316791534424,0.2175493985414505,0.019320251,0.004440085,0.001176544,0.000267101,4.198010921478272,0.0616,0.0019,0.0002,0.0024,0,0.0001,0.0893,0.0001,0.0003,0.0003,0.0021,0.0006,0.0012,0.0003,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0.5379
ずっと真夜中でいいのに。『お勉強しといてよ』MV (ZUTOMAYO – STUDY ME).mp3,288.96,129.2,0.2934547364711761,2241.709060189816,22.21844790053038,0.089420089,0.710229555,-44.42679977,83.22752380371094,31.233652114868164,4.982645511627197,19.40365028381348,28.69902801513672,-0.1936,0.0133,18.51,0.2966533303260803,0.3167527914047241,0.2669644355773926,0.06016013,3,1.3893,-0.046751644,0.1113048658233828,0.075345521,0.062230444,-0.001590467,0.003686863,0.9,ずっと真夜中でいいのに。_zutomayo,FALSE,TRUE,FALSE,3.224,1,24,0.634,0.366,0.286,0.151,0.121,0.557,3.764,0.043951504,0.550494909,0.1238885149359703,0.1931579709053039,0.06103725,0.0163117,0.010825406,4.829609394073486,0.0006,0.0016,0.0001,0.0037,0.0001,0.0001,0.0051,0.0002,0.0001,0.0001,0.0004,0.0003,0.0011,0.0006,0,0.0005,0.0001,0.0057,0.0006,0.0029,0.0017,0.0006,0.0009,0,0.0001,0,0,0,0.0001,0,0.0149,0.0001,0.0005,0.0001,0.0001,0.0045,0.7189
"Love Me, Love You.mp3",283.24,129.2,0.3222086727619171,2695.4158988323857,21.949271887494778,0.1212733481612222,0.6556968064721497,-1.404533386,72.69699096679688,28.338048934936523,-6.345293522,19.956737518310547,28.56936454772949,0.7143,0.0206,14.58,0.3241795301437378,0.3231467306613922,0.319300503,0.034579411,3.44,1.3761,-0.00339297,0.090499877,-0.039521126,0.01772436,-0.019852205,-0.008546588,0.985,mrs_green_apple,TRUE,FALSE,FALSE,2.623,1,24,0.61,0.39,0.228,0.102,0.106,0.435,4.094,0.097379491,0.4632053077220917,0.097575985,0.223828375,0.073290758,0.027729217,0.01661914,4.339198112487793,0.0001,0.0001,0,0.0001,0,0,0.0005,0.0001,0.0001,0.0001,0.0002,0.0001,0.0007,0.0004,0.0001,0.0001,0.0001,0.0039,0.0001,0.0023,0.0022,0.0005,0.0007,0,0.0001,0,0.0001,0,0.0001,0,0.0177,0.0003,0.0002,0,0.0002,0.0039,0.7897
ずっと真夜中でいいのに。『夜中のキスミ』 (ZUTOMAYO - Kisumi at Midnight)（Audio Track）.mp3,275.41,129.2,0.2749230563640594,2286.7419000786963,23.015725522967937,0.093981833,0.6746989191026452,-48.49848175,87.48764801,28.629993438720703,5.778432369232178,18.930463790893555,27.00471305847168,0.3667,0.0162,15.16,0.2447000294923782,0.3033337295055389,0.2767354547977447,0.026892709,3.21,1.3987,0.076808049,-0.160396065,-0.028876344,-0.020967088,0.00191705,-0.004204128,1.131,ずっと真夜中でいいのに。_zutomayo,FALSE,TRUE,FALSE,2.661,1,24,0.457,0.543,0.184,0.269,0.119,0.573,3.573,0.079327546,0.3799219131469726,0.2196297645568847,0.2530203461647033,0.043694302,0.011010963,0.012761164,5.386286259,0.0004,0.0002,0.0001,0.0005,0.0001,0,0.0012,0.0014,0.0016,0.0006,0.002,0.0007,0.004,0.0009,0.0002,0.0006,0.0007,0.002,0.0005,0.0009,0.0005,0.0003,0.0004,0,0.0003,0.0003,0.0002,0.0001,0.0004,0.0002,0.0283,0.0002,0.0009,0.0002,0.0001,0.0016,0.7207
ずっと真夜中でいいのに。『秒針を噛む』MV (ZUTOMAYO – Byoushinwo Kamu).mp3,272.08,129.2,0.2813975811004638,2453.916877794296,21.70397311598264,0.1074964631069721,0.7428786177620116,-28.76181221,74.03678894042969,31.00115776062012,-4.217651844,17.247827529907227,24.075151443481445,-0.5114,0.0098,78.63,0.2798360288143158,0.3131915926933288,0.2511651515960693,0.084818996,3.67,1.2291,-0.006880289,-0.094600596,0.010165461,0.08046661,-0.00156244,0.005349054,0.898,ずっと真夜中でいいのに。_zutomayo,FALSE,TRUE,FALSE,2.804,1,24,0.511,0.489,0.214,0.016,0.22,0.449,3.649,0.072247773,0.4264366924762726,0.096949019,0.2820724248886108,0.089899428,0.017727608,0.014115887,4.156680107116699,0.0008,0.002,0.0002,0.0057,0.0001,0.0001,0.005,0.0003,0.0001,0.0001,0.0003,0.0003,0.0011,0.0014,0.0001,0.0002,0.0002,0.0015,0.0001,0.0006,0.0004,0.0003,0.0004,0,0,0.0001,0,0.0001,0.0001,0.0001,0.0103,0.0002,0.0005,0.0001,0.0001,0.0014,0.7242
ずっと真夜中でいいのに。『脳裏上のクラッカー』MV.mp3,268.76,129.2,0.3036918044090271,2389.0549181510987,22.67161709669772,0.1089481388363931,0.7431542075040102,-27.48417664,84.32725524902344,27.80134010314941,-8.613706589,20.28272057,29.899370193481445,-0.0186,0.0132,15.91,0.2373033463954925,0.3232097327709198,0.3505502343177795,0.024149552,3.54,1.4655,-0.032576978,0.07374573,0.0106208,-0.011566953,0.006751717,0.019196541,1.477,ずっと真夜中でいいのに。_zutomayo,FALSE,TRUE,FALSE,3.04,1,24,0.52,0.48,0.064,0.098,0.189,0.352,4.248,0.014823882,0.4934515953063965,0.1119561344385147,0.2313728481531143,0.1224236637353897,0.017008366,0.007950306,4.694406509399414,0.0004,0.001,0.0001,0.001,0,0,0.0027,0.0001,0.0001,0,0.0002,0.0001,0.001,0.0003,0,0.0001,0.0001,0.002,0.0001,0.0008,0.0006,0.0003,0.0003,0,0,0,0,0,0.0001,0.0001,0.0167,0.0001,0.0013,0.0001,0.0001,0.0019,0.7681
ずっと真夜中でいいのに。『MILABO』MV (ZUTOMAYO – MILABO).mp3,266.38,129.2,0.2671753764152527,2337.571111637257,22.983021485049413,0.1100275596100627,0.564203272,-36.14944839,88.52907562,30.85585021972656,-11.10422993,19.392486572265625,24.499059677124023,-0.6627,0.0142,13.79,0.2307264357805252,0.3015820384025574,0.2692171931266784,0.022472454,3.54,1.5986,-0.147086496,-0.068193823,-0.000216554,-0.090727131,0.012610522,-0.001405991,1.167,ずっと真夜中でいいのに。_zutomayo,FALSE,TRUE,FALSE,3.483,1,24,0.498,0.502,0.226,0.113,0.097,0.436,3.546,0.02130908,0.4362525641918182,0.1489797681570053,0.2768826484680176,0.092060804,0.013390424,0.010672088,7.547729492,0.0002,0.0002,0,0.0003,0,0,0.0006,0.0003,0.0001,0,0.0002,0.0001,0.0013,0.0012,0,0.0003,0.0005,0.001,0.0005,0.0008,0.0004,0.0001,0.0002,0,0.0001,0.0001,0,0.0004,0.0001,0.0002,0.0141,0.0001,0.0003,0,0.0002,0.001,0.7871
Darma Grand Prix.mp3,259.87,129.2,0.2536419928073883,2873.3417192904026,21.835717532576123,0.1564367265680843,0.6329028223053966,-30.26771927,61.36828613,28.95064926147461,-12.45302773,20.763118743896484,26.894346237182617,0.1547,0.0187,28.22,0.250330776,0.2862656712532043,0.2243452072143554,0.056914587,2.27,1.3638,-0.068739914,0.008478984,-0.013123639,-0.040273383,-0.001543647,-0.00509607,0.896,yorushika,FALSE,FALSE,TRUE,2.878,1,24,0.617,0.383,0.182,0.166,0.138,0.485,4.167,0.031812146,0.4515724182128906,0.075501747,0.281511515,0.1010434851050376,0.03598002,0.022347257,5.983836650848389,0.0007,0.0023,0.0001,0.0013,0.0001,0.0001,0.0065,0.0001,0.0001,0.0001,0.0002,0.0001,0.0002,0.0001,0,0.0003,0,0.0328,0.0004,0.0176,0.0108,0.0032,0.0048,0.0001,0,0,0,0,0.0001,0,0.009,0.0002,0.001,0.0001,0.0001,0.0292,0.6404
Misukasazu.mp3,259.84,129.2,0.3639395534992218,2515.9044397703537,21.29168378701333,0.099163024,0.8065639663745775,18.82110977172852,76.19274139404297,22.926176071166992,-9.649512291,15.106781959533691,32.026275634765625,-0.5688,0.0126,8.32,0.3776277303695678,0.3755409717559814,0.3386567831039428,0.028366357,1.31,1.2363,0.077704802,0.079320542,-0.118739097,-0.037871433,-0.01074235,0.015848147,0.897,mrs_green_apple,TRUE,FALSE,FALSE,2.697,1,24,0.529,0.471,0.179,0.026,0.205,0.41,3.576,0.034635462,0.6426639556884766,0.05847213,0.161062941,0.072190896,0.01808729,0.01239589,3.322935104370117,0.0003,0.0006,0,0.0012,0,0,0.0013,0.0001,0,0,0.0001,0,0.0001,0.0001,0,0.0001,0,0.0012,0.0001,0.0006,0.0004,0.0002,0.0003,0,0,0,0,0,0,0,0.0077,0.0002,0.0001,0,0.0001,0.0015,0.7997
Mrs. GREEN APPLE「夏の影」Official Music Video.mp3,259.6,129.2,0.2330214232206344,2782.871997745696,23.511391555740538,0.1278934845524774,0.8602463409115522,-98.51451874,70.79048156738281,50.85678863525391,14.368976593017578,20.21446228027344,18.41865921020508,-0.2238,0.0171,38.4,0.2005869746208191,0.3019059896469116,0.1965713948011398,0.037304327,1.31,1.1356,0.062099911,0.028176596,-0.064492297,-0.025982,0.002546925,-0.00118647,0.98,mrs_green_apple,TRUE,FALSE,FALSE,1.895,1,24,0.582,0.418,0.107,0.178,0.052,0.337,4.209,0.059351094,0.5026654005050659,0.1032504811882972,0.2645476162433624,0.044692334,0.012755919,0.012542846,4.849081993103027,0.0003,0.0004,0.0004,0.0005,0,0,0.0015,0.0003,0.0001,0.0001,0.0002,0.0001,0.0006,0.0004,0.0004,0.0001,0.0001,0.0008,0,0.0003,0.0002,0.0001,0.0002,0,0.0001,0.0001,0,0.0009,0.0001,0.0005,0.0198,0.0007,0.0006,0.0002,0.0001,0.0008,0.6574
The Old Man and the Sea.mp3,255.31,129.2,0.2313951551914215,2010.0449670463672,22.23629030282097,0.074685495,0.5987074110113951,-100.3589935,94.51524353027344,30.839988708496094,12.428412437438965,27.694738388061523,39.76214599609375,0.236,0.0104,17.83,0.2306479811668396,0.2361732125282287,0.2273653447628021,0.018650696,3.2,1.7953,0.009244421,0.2006122486511471,-0.117774258,0.028379728,-0.028653561,-0.002451224,0.986,yorushika,FALSE,FALSE,TRUE,1.958,1,24,0.529,0.471,0.379,0.127,0.071,0.577,3.284,0.095393226,0.4749810695648193,0.1215606182813644,0.2312882393598556,0.057875622,0.011932007,0.006651329,7.228594779968262,0.0004,0.0007,0.0001,0.0013,0,0,0.0017,0.0001,0.0001,0.0001,0.0002,0.0001,0.0003,0.0002,0,0.0003,0,0.0017,0.0015,0.0009,0.0005,0.0001,0.0002,0,0,0,0,0,0,0,0.0067,0.0001,0.0002,0.0001,0,0.002,0.8307
ずっと真夜中でいいのに。『あいつら全員同窓会』MV (ZUTOMAYO - Inside Joke).mp3,255.18,129.2,0.2594840824604034,2596.424467943403,22.54640574802112,0.1294881444068471,0.6826858944716055,-28.89268684,75.65056610107422,28.914684295654297,-4.013165951,17.358686447143555,30.23319435119629,-0.4769,0.014,13.6,0.2332620024681091,0.284901887,0.2602881193161011,0.035507727,3.49,1.4282,0.036187854,0.104719672,-0.002976738,-0.05595253,0.002743439,-0.007114487,1.116,ずっと真夜中でいいのに。_zutomayo,FALSE,TRUE,FALSE,3.503,1,24,0.587,0.413,0.184,0.047,0.13,0.362,3.918,0.002709462,0.3763997256755829,0.1782591938972473,0.282825232,0.1202348247170448,0.026902333,0.012410363,5.805458068847656,0.0003,0.0006,0,0.0005,0,0,0.0014,0.0008,0.0001,0,0.0003,0.0001,0.0002,0.0001,0,0.0001,0.0001,0.0017,0.0002,0.0009,0.0005,0.0002,0.0003,0,0.0001,0.0001,0,0.0001,0.0001,0.0001,0.0267,0.0001,0.0007,0.0001,0.0004,0.0016,0.7171
ずっと真夜中でいいのに。『ミラーチューン』MV (ZUTOMAYO - MIRROR TUNE).mp3,253.89,129.2,0.2930747866630554,2472.340237750785,22.19741930182289,0.1236178090706447,0.5984098042898689,-18.4892807,80.09878540039062,28.33122062683105,-3.933992147,20.31921387,23.86758613586425,0.0192,0.0147,11.98,0.2631896436214447,0.3229355812072754,0.2930991053581238,0.051232122,2.39,1.4986,-0.003345893,0.083987013,0.007676688,-0.067887424,-0.001159873,-0.013997016,1.114,ずっと真夜中でいいのに。_zutomayo,FALSE,TRUE,FALSE,3.595,1,24,0.55,0.45,0.119,0.035,0.207,0.361,4.135,0.020402612,0.3464352488517761,0.1570985466241836,0.3433000445365906,0.093751274,0.022407573,0.015778448,6.295280456542969,0.0002,0.0022,0,0.0005,0,0,0.0022,0.0002,0.0001,0.0001,0.0002,0.0001,0.0002,0.0001,0,0.0001,0,0.0013,0.0001,0.0006,0.0004,0.0002,0.0002,0,0.0012,0.0006,0.0002,0.0001,0.001,0.0002,0.0156,0.0001,0.0005,0.0001,0.0003,0.0011,0.7525
Oz (2017 Version).mp3,251.51,129.2,0.3052792251110077,2668.253684,23.521452160941443,0.1250747838435884,0.7797363888924854,-24.9403019,68.49585723876953,32.55706024169922,-8.548015594,20.60193634033203,20.119125366210938,-0.4598,0.0086,16.39,0.2721465528011322,0.3050758242607116,0.33859691,0.033775616,2.78,1.6303,-0.111639279,0.052913079,0.082382595,0.040766983,0.00327377,-0.013351234,1.244,mrs_green_apple,TRUE,FALSE,FALSE,1.992,1,24,0.794,0.206,0.491,0.138,0.076,0.705,3.048,0.2175412029027938,0.2376973330974578,0.075192414,0.3332380652427673,0.093704619,0.025719693,0.016777907,6.597397804260254,0.0002,0.0001,0.0001,0.0001,0.0003,0.0002,0.0007,0.0006,0.0001,0,0.0002,0.0003,0.0008,0.0006,0.0001,0.0009,0.0055,0.0004,0.0011,0.0003,0.0002,0.0001,0.0001,0,0.0002,0.0002,0.0001,0.0001,0.0002,0.0001,0.0077,0.0001,0.0001,0,0.0002,0.0007,0.8096
ずっと真夜中でいいのに。『花一匁』MV (ZUTOMAYO – Hanaichi Monnme).mp3,250.98,129.2,0.1336541026830673,2572.030422009874,21.886535931475304,0.130141317,0.602708502,-78.46216583,79.94684600830078,26.062883377075195,-6.566771984,16.851154327392578,23.38866806030273,-0.0678,0.0183,11.05,0.1258898079395294,0.1359176486730575,0.139153317,0.040159445,3.31,1.359,0.057583478,0.1258695590824236,-0.063554809,0.033212563,-0.005142534,0.001125242,1.105,ずっと真夜中でいいのに。_zutomayo,FALSE,TRUE,FALSE,3.302,1,24,0.559,0.441,0.219,0.191,0.143,0.553,3.606,0.016225984,0.3706605136394501,0.1575100570917129,0.3304407000541687,0.08870963,0.02012722,0.015782356,6.095513343811035,0.0013,0.0026,0.0002,0.0038,0.0002,0.0001,0.0061,0.001,0.0003,0.0002,0.0007,0.0003,0.0012,0.0005,0.0002,0.0004,0.0003,0.015,0.0005,0.01,0.0088,0.0038,0.0053,0.0001,0.0005,0.0008,0.0005,0.0001,0.0014,0.0003,0.0225,0.0002,0.0014,0.0002,0.0002,0.0137,0.5138
ずっと真夜中でいいのに。『クリームで会いにいけますか』MV (ZUTOMAYO - CREAM).mp3,240.05,129.2,0.1236106604337692,2195.7660070317565,21.743447753632417,0.09905337,0.678663809,-110.7583542,92.94295501708984,30.361555099487305,0.7396809458732605,17.28738021850586,24.06887435913086,0.447,0.017,10.45,0.1273047775030136,0.1248114854097366,0.1187171563506126,0.054461546,4.16,1.3719,-0.024788736,-0.081829187,-0.007931271,-0.021838254,0.008311462,0.005222712,0.933,ずっと真夜中でいいのに。_zutomayo,FALSE,TRUE,FALSE,3.374,1,24,0.537,0.463,0.101,0.113,0.139,0.352,4.18,0.013508903,0.3765483796596527,0.2709206342697143,0.254905105,0.057623297,0.011998963,0.012885548,4.928132534,0.0006,0.0007,0.0002,0.0012,0.0001,0.0001,0.0024,0.0016,0.0006,0.0004,0.001,0.0004,0.0011,0.0005,0.0002,0.0004,0.0002,0.0047,0.0001,0.0019,0.0025,0.0009,0.001,0.0001,0.0009,0.0011,0.001,0.0002,0.0023,0.0005,0.024,0.0003,0.0013,0.0002,0.0001,0.0042,0.5001
ずっと真夜中でいいのに。『居眠り遠征隊』 (ZUTOMAYO - Inemuri Enseitai)（Audio Track）.mp3,218.36,129.2,0.2223556041717529,2243.710130526422,22.568425793289144,0.095258298,0.5321666428201239,-80.37285614,89.73658752441406,31.903705596923828,-0.841372788,22.278356552124023,28.447166442871094,0.1579,0.0172,23.23,0.2091437131166458,0.243354857,0.2145682275295257,0.027326478,4.05,1.801,-0.05537667,-0.162553145,-0.004617679,0.03032718,-0.000875186,-0.009171639,1.026,ずっと真夜中でいいのに。_zutomayo,FALSE,TRUE,FALSE,3.154,0.958,23,0.532,0.468,0.339,0.073,0.256,0.668,3.296,0.061799422,0.4650698602199554,0.1882221102714538,0.1960162222385406,0.064059578,0.015269704,0.009295358,5.443906307220459,0.0005,0.001,0.0002,0.0012,0.0001,0.0001,0.0021,0.0002,0.0001,0.0001,0.0003,0.0003,0.0074,0.0088,0.0001,0.0006,0.0004,0.002,0.0006,0.001,0.0007,0.0003,0.0004,0,0.0001,0,0,0.0001,0.0001,0.0001,0.014,0.0001,0.0004,0.0001,0.0002,0.0017,0.7242
Factory.mp3,212.75,129.2,0.2645107507705688,2189.770362010814,23.40265683248061,0.096808805,0.6856522090263389,-58.76050568,95.10041809082033,39.85579681396485,7.692765712738037,22.157649993896484,33.44611740112305,-0.8021,0.016,15.28,0.2259372025728225,0.3057457506656647,0.2618501186370849,0.023140801,2.24,1.2939,-0.077331492,0.2085652816474411,-0.012165333,-0.10203235,-0.001449723,-0.013453991,1.159,mrs_green_apple,TRUE,FALSE,FALSE,1.752,0.958,23,0.69,0.31,0.529,0.161,0.057,0.747,2.782,0.095624238,0.4391895830631256,0.1536744534969329,0.2225622236728668,0.052627716,0.02279,0.013371532,6.265498161315918,0.0004,0.0004,0.0002,0.0003,0.0001,0.0001,0.0016,0.0002,0.0001,0.0001,0.0002,0.0002,0.0024,0.0036,0.0003,0.0038,0.0003,0.0048,0.0006,0.0031,0.0029,0.0011,0.0016,0,0.0001,0.0001,0,0.0001,0.0001,0.0001,0.0115,0.0002,0.0002,0.0001,0.0002,0.0051,0.7163
